/type/object/type	Topic
/type/object/type	Dish
/type/object/type	Ontology Instance
/type/object/type	Topic
/type/object/type	Food
/type/object/type	Cuisine
/type/object/type	Bread
/type/object/type	sww_base
/type/object/type	Topic
/type/object/type	Product
/type/object/type	Man-made Thing
/type/object/type	Topic
/type/object/type	Italian loanword
/type/object/type	Topic
/type/object/type	Bread
/type/object/type	Topic
/type/object/type	Vocabulary Equivalent Topic
/type/object/type	Topic
/type/object/type	Food extra
/type/object/type	Literature Subject
/type/object/type	Cuisine Dish
/type/object/type	Summary Cuisine
/type/object/type	Advertised thing
/type/object/type	List
/type/object/type	Inanimate
/type/object/type	Physically Instantiable
/type/object/type	Non-Agent
/type/object/key	/wikipedia/en_id/24768
/type/object/key	/en/pizza
/type/object/key	/wikipedia/en_title/Pizza
/type/object/key	/wikipedia/de/Italienische_Pizza
/type/object/key	/wikipedia/en/Pizza_dough
/type/object/key	/wikipedia/en/Pizza_Pie
/type/object/key	/wikipedia/en/Pizza_parlors
/type/object/key	/wikipedia/en/Pizza_Parlor
/type/object/key	/wikipedia/en/Pepperoni_pizza
/type/object/key	/wikipedia/en/Pizza_pie
/type/object/key	/wikipedia/en/PIZZA
/type/object/key	/wikipedia/en/Pan_Pizza
/type/object/key	/wikipedia/en/Margherita_pizza
/type/object/key	/wikipedia/en/Pizza_toppings
/type/object/key	/wikipedia/en/Pan_pizza
/type/object/key	/wikipedia/en/Pizza_Margherita
/type/object/key	/wikipedia/en/Ninja_Turtle_Food
/type/object/key	/wikipedia/en/Stuffed_crust_pizza
/type/object/key	/wikipedia/en/Pizzaria
/type/object/key	/wikipedia/en/Pizza_places
/type/object/key	/wikipedia/en/Pizaa
/type/object/key	/wikipedia/en/Italian_pizza
/type/object/key	/wikipedia/en/Marinara_pizza
/type/object/key	/wikipedia/en/Pizza_margherita
/type/object/key	/wikipedia/en/Pizza_parlour
/type/object/key	/wikipedia/en/Pizza_crust
/type/object/key	/wikipedia/en/Pizza_place
/type/object/key	/wikipedia/en/Pizze
/type/object/key	/wikipedia/en/Grandma_pizza
/type/object/key	/wikipedia/en/Hawaiian_style
/type/object/key	/wikipedia/en/Pizza_puffs
/type/object/key	/wikipedia/en/Pizza_topping
/type/object/key	/wikipedia/en/Pizzas
/type/object/key	/wikipedia/en/Italian_Pie
/type/object/key	/wikipedia/en/Peetza
/type/object/key	/wikipedia/en/Anchovie_pizza
/type/object/key	/wikipedia/en/Pizza_bread
/type/object/key	/wikipedia/en/$D83C$DF55
/type/object/key	/wikipedia/en/Cheese_pizza
/type/object/key	/wikipedia/en/Pizza_puff
/type/object/key	/wikipedia/en/Piza
/type/object/key	/wikipedia/en/Pizza_shop
/type/object/key	/wikipedia/en/Napoletana_pizza
/type/object/key	/wikipedia/en/Pizza
/type/object/key	/wikipedia/en/Stuffed_crust
/common/topic/topical_webpage	http://www.geotick.com/pizza/
/common/topic/article	Pizza /ˈpiːtsə/ is an oven-baked, flat, round bread typically topped with a tomato sauce, cheese...
/common/topic/article	Pizza is the name of an oven-baked, flat, usually round bread covered with tomato sauce and...
/common/topic/notable_for	Italian food
/common/topic/notable_types	Cuisine
/dining/cuisine/region_of_origin	Naples
/dining/cuisine/region_of_origin	Italy
/dining/cuisine/restaurant	Godfather's Pizza
/dining/cuisine/restaurant	Little Caesars
/dining/cuisine/restaurant	PizzaExpress
/dining/cuisine/restaurant	Round Table Pizza
/dining/cuisine/restaurant	Pizza Inn
/dining/cuisine/restaurant	Papa John's Pizza
/dining/cuisine/restaurant	Chuck E. Cheese's
/dining/cuisine/restaurant	California Pizza Kitchen
/dining/cuisine/restaurant	Pizza Hut
/dining/cuisine/restaurant	Chicago Pizza
/dining/cuisine/ingredients	Flour
/dining/cuisine/ingredients	Yeast
/dining/cuisine/ingredients	Olive oil
/dining/cuisine/ingredients	Table salt
/food/dish/cuisine	Italian food
/food/dish/cuisine	Road food
/food/dish/ingredients	Tomato sauce
/food/dish/ingredients	Mozzarella
/food/dish/recipes	Pizza Dough
/user/micahsaul/advertising/advertised_thing/ad_campaigns	Little Caesars Radio Campaign
/user/micahsaul/advertising/advertised_thing/ad_campaigns	Mellow Mushroom Campaign
/base/popstra/product/sold_to	Teri Hatcher
/base/skosbase/vocabulary_equivalent_topic/equivalent_concept	Fast Food, Pizza Chain, 14" pizza, cheese topping, regular crust
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Fast Food, Pizza Chain, 14" pizza, cheese topping, thick crust
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Pizza, cheese topping, thin crust, frozen, cooked
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Pizza, cheese topping, regular crust, frozen, cooked
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Pizza, pepperoni topping, regular crust, frozen, cooked
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Fast Food, Pizza Chain, 14" pizza, sausage topping, thin crust
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Pizza, meat and vegetable topping, regular crust, frozen, cooked
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Fast Food, Pizza Chain, 14" pizza, pepperoni topping, thin crust
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Pizza, cheese topping, rising crust, frozen, cooked
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Fast Food, Pizza Chain, 14" pizza, meat and vegetable topping, regular crust
/base/skosbase/vocabulary_equivalent_topic/narrower_concept	Fast Food, Pizza Chain, 14" pizza, sausage topping, regular crust
/base/schemastaging/food_extra/narrower	Pizza Hut Cheese Pizza
/base/schemastaging/food_extra/narrower	Domino's 14" Cheese Pizza
/base/schemastaging/food_extra/narrower	KASHI Pizza Basil Pesto
/base/schemastaging/food_extra/narrower	DiGiorno Pizza
/base/schemastaging/food_extra/narrower	LITTLE CAESARS 14" Original Round Cheese Pizza
/base/schemastaging/food_extra/narrower	Pizza Hut 14" Cheese Pizza
/base/schemastaging/food_extra/narrower	Domino's 14"  Crunchy Thin Crust
/base/schemastaging/food_extra/narrower	PIZZA HUT 12" Pepperoni Pizza
/base/schemastaging/food_extra/narrower	Pizza Hut Pepperoni Pizza
/base/schemastaging/food_extra/narrower	Little Caesars Original Round Pepperoni Pizza
related	pizza
related	pizza_pie
related	pizza
related	pizza
related	frozen_pizza
related	pizza
related	pizza_dough
related	pizza_oven
related	pizza
related	pizza_pie
related	Anchovie_pizza
related	Freezer_pizza
related	Frozen_pizza
related	Grilled_pizza
related	Hawaiian_style
related	Italian_Pie
related	Italian_pizza
related	Kebabpizza
related	Largest_Pizza
related	Marinara_pizza
related	Napoletana_pizza
related	Ninja_Turtle_Food
related	Pan_Pizza
related	Peetza
related	Piza
related	Pizaa
related	PIZZA
related	Pizza_bread
related	Pizza_crust
related	Pizza_dough
related	Pizza_margherita
related	Pizza_oven
related	Pizza_Parlor
related	Pizza_parlors
related	Pizza_parlour
related	Pizza_Pie
related	Pizza_pie
related	Pizza_place
related	Pizza_places
related	Pizza_shop
related	Pizza_topping
related	Pizza_toppings
related	Pizzaria
related	Pizzas
related	Pizze
related	Stuffed_crust
related	White_pizza
related	🍕
related	Margherita
description	Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese
description	Pizza is a traditional Italian dish consisting of a yeasted flatbread typically topped with tomato sauce and cheese and baked in an oven.
description	Italian dish of oven-baked bread with various toppings
description	Oven specifically constructed to bake pizzas.
description	An oven-baked flatbread covered with tomato sauce and additional toppings.
description	Dough made of flour, water, yeast and sometimes salt, olive oil and sugar which is used to bake pizzas.
description	A prebaked and deep-frozen pizza that is rebaked in the oven.
description	A pizza.
description	A single instance of this dish.
example	He ate a whole pizza!
example	Should we cook a frozen pizza for dinner?
